epoch,lr-Adam,step,test_angles_mae,test_composition_loss,test_coord_loss,test_kld_loss,test_lattice_loss,test_lengths_mard,test_loss,test_natom_accuracy,test_natom_loss,test_predict_loss,test_type_accuracy,test_type_loss,test_volumes_mard,train_composition_loss_epoch,train_composition_loss_step,train_coord_loss_epoch,train_coord_loss_step,train_kld_loss_epoch,train_kld_loss_step,train_lattice_loss_epoch,train_lattice_loss_step,train_loss_epoch,train_loss_step,train_natom_loss_epoch,train_natom_loss_step,train_predict_loss_epoch,train_predict_loss_step,train_type_loss_epoch,train_type_loss_step,val_angles_mae,val_composition_loss,val_coord_loss,val_kld_loss,val_lattice_loss,val_lengths_mard,val_loss,val_natom_accuracy,val_natom_loss,val_predict_loss,val_type_accuracy,val_type_loss,val_volumes_mard
,0.001,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,49,,,,,,,,,,,,,,,3.6179916858673096,,1.1581592559814453,,89.71150207519531,,0.7366023063659668,,65.86090087890625,,2.435764789581299,,0.020620618015527725,,39.90055847167969,,,,,,,,,,,,,
0,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.929059028625488,3.6235334873199463,1.24055814743042,85.47161102294922,0.8340376615524292,0.18662779033184052,53.048797607421875,0.22699148952960968,2.5037355422973633,0.019625026732683182,0.4684330224990845,40.64321517944336,0.39819127321243286
0,,52,,,,,,,,,,,,,,3.915870428085327,,1.4128942489624023,,58.69215774536133,,0.8533742427825928,,87.51432037353516,,2.598975419998169,,0.05135781690478325,,57.59580993652344,,,,,,,,,,,,,,
,0.001,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,99,,,,,,,,,,,,,,,3.2617783546447754,,1.012807846069336,,35.742591857910156,,0.6192753314971924,,29.081560134887695,,2.4306962490081787,,0.016190536320209503,,6.662257194519043,,,,,,,,,,,,,
1,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.270843505859375,3.3031771183013916,1.121419906616211,35.37934875488281,0.6074678897857666,0.16104890406131744,18.200237274169922,0.27265018224716187,2.294481039047241,0.014904637821018696,0.7256534099578857,6.986039161682129,0.3004683256149292
1,,105,,,,,,,,,,,,,,3.372765064239502,,1.0569580793380737,,49.84055709838867,,0.6636824607849121,,39.58842468261719,,2.3348541259765625,,0.016156071797013283,,16.127527236938477,,,,,,,,,,,,,,
,0.001,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,149,,,,,,,,,,,,,,,3.1607866287231445,,0.8806191682815552,,36.337562561035156,,0.4487764835357666,,23.966211318969727,,2.1424219608306885,,0.014898441731929779,,4.960976600646973,,,,,,,,,,,,,
2,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.651594161987305,3.176475763320923,1.1172531843185425,36.10980224609375,0.4696241617202759,0.12121442705392838,16.558338165283203,0.3264444172382355,2.1689350605010986,0.014763552695512772,0.7379711866378784,5.385805130004883,0.15687131881713867
2,,158,,,,,,,,,,,,,,3.2487590312957764,,0.9395197629928589,,34.74723434448242,,0.5203704237937927,,26.063398361206055,,2.2305095195770264,,0.015585973858833313,,5.5909953117370605,,,,,,,,,,,,,,
,0.001,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,199,,,,,,,,,,,,,,,3.0737340450286865,,0.9276063442230225,,34.16461944580078,,0.4178546369075775,,24.443944931030273,,2.103219985961914,,0.016656288877129555,,5.420763969421387,,,,,,,,,,,,,
3,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.064313888549805,3.094391345977783,1.1039133071899414,39.1973991394043,0.40976834297180176,0.10659639537334442,15.847996711730957,0.3880460858345032,1.9782174825668335,0.0144947599619627,0.7498338222503662,4.808862209320068,0.1498284488916397
3,,211,,,,,,,,,,,,,,3.1289243698120117,,0.8765096068382263,,37.78586196899414,,0.43076807260513306,,23.389936447143555,,2.0477261543273926,,0.015109740197658539,,4.717320442199707,,,,,,,,,,,,,,
,0.001,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,249,,,,,,,,,,,,,,,2.930774688720703,,0.8453205823898315,,44.20252990722656,,0.3415793776512146,,21.23747444152832,,1.8014476299285889,,0.014929485507309437,,4.149438858032227,,,,,,,,,,,,,
4,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.440794944763184,2.9750773906707764,1.0339137315750122,42.901058197021484,0.3611541986465454,0.10304077714681625,15.015213012695312,0.4375252425670624,1.7975209951400757,0.013957192189991474,0.7509820461273193,4.676075458526611,0.17280042171478271
4,,264,,,,,,,,,,,,,,3.0080769062042236,,0.8448118567466736,,42.035003662109375,,0.38341882824897766,,21.741500854492188,,1.8670531511306763,,0.013558976352214813,,4.123036861419678,,,,,,,,,,,,,,
,0.001,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,299,,,,,,,,,,,,,,,2.9222357273101807,,0.8599575757980347,,46.89278793334961,,0.36941593885421753,,21.579280853271484,,1.607468843460083,,0.012104157358407974,,4.250601291656494,,,,,,,,,,,,,
5,,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.037819862365723,2.8539912700653076,1.0640008449554443,49.36423110961914,0.3368370831012726,0.099394291639328,15.021465301513672,0.4781774878501892,1.6496732234954834,0.012735608033835888,0.7563803791999817,4.3814568519592285,0.11735910922288895
5,,317,,,,,,,,,,,,,,2.916565179824829,,0.8284485340118408,,45.710540771484375,,0.3445925712585449,,21.082820892333984,,1.7233041524887085,,0.013552069664001465,,4.214779376983643,,,,,,,,,,,,,,
,0.001,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,349,,,,,,,,,,,,,,,2.766641139984131,,0.8027205467224121,,50.443599700927734,,0.2974662184715271,,18.672222137451172,,1.5965403318405151,,0.014228900894522667,,2.7600507736206055,,,,,,,,,,,,,
6,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52824068069458,2.7545289993286133,1.037019968032837,51.40833282470703,0.31002241373062134,0.08847403526306152,14.358744621276855,0.5054253339767456,1.5563427209854126,0.012385990470647812,0.7659285068511963,3.988544464111328,0.12550485134124756
6,,370,,,,,,,,,,,,,,2.7901980876922607,,0.8034106492996216,,49.24325180053711,,0.3096165060997009,,19.860885620117188,,1.609340786933899,,0.012887640856206417,,3.7999744415283203,,,,,,,,,,,,,,
,0.001,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,399,,,,,,,,,,,,,,,2.68188214302063,,0.7836723327636719,,53.577171325683594,,0.280132919549942,,18.687721252441406,,1.4604101181030273,,0.01145833171904087,,3.3372302055358887,,,,,,,,,,,,,
7,,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.521172523498535,2.642124652862549,1.0352193117141724,52.770164489746094,0.31599560379981995,0.09225562959909439,14.264814376831055,0.52927166223526,1.4923529624938965,0.011686589568853378,0.7653449773788452,3.912621021270752,0.12320241332054138
7,,423,,,,,,,,,,,,,,2.6847190856933594,,0.7790783047676086,,52.11552047729492,,0.2807955741882324,,18.894323348999023,,1.4876785278320312,,0.011888492852449417,,3.566368579864502,,,,,,,,,,,,,,
,0.001,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,449,,,,,,,,,,,,,,,2.575059413909912,,0.7677547931671143,,53.195919036865234,,0.25361332297325134,,17.937532424926758,,1.4529457092285156,,0.01277555525302887,,3.1255593299865723,,,,,,,,,,,,,
8,,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0992302894592285,2.529585838317871,1.0339607000350952,57.25190734863281,0.2829076051712036,0.08547937124967575,14.14777660369873,0.5501958131790161,1.3983428478240967,0.010514871217310429,0.771056056022644,3.808170795440674,0.10351452976465225
8,,476,,,,,,,,,,,,,,2.573469400405884,,0.7768853902816772,,54.12071228027344,,0.26310479640960693,,18.274667739868164,,1.4267256259918213,,0.011452359147369862,,3.2990031242370605,,,,,,,,,,,,,,
,0.001,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,499,,,,,,,,,,,,,,,2.5141453742980957,,0.7739282846450806,,57.1014404296875,,0.26014047861099243,,17.8997745513916,,1.3772571086883545,,0.009051637724041939,,3.0695157051086426,,,,,,,,,,,,,
9,,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.697538375854492,2.4612369537353516,0.9790721535682678,56.86878204345703,0.3098185062408447,0.0838208943605423,13.309754371643066,0.5584474205970764,1.4102401733398438,0.010218959301710129,0.7763251662254333,3.5190327167510986,0.13823461532592773
9,,529,,,,,,,,,,,,,,2.4761064052581787,,0.7575446963310242,,56.298583984375,,0.24400673806667328,,17.487306594848633,,1.3471533060073853,,0.010502978228032589,,3.0540382862091064,,,,,,,,,,,,,,
,0.001,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,549,,,,,,,,,,,,,,,2.506298065185547,,0.6992100477218628,,55.7548828125,,0.22365085780620575,,18.353565216064453,,1.2831521034240723,,0.009949116967618465,,4.748108863830566,,,,,,,,,,,,,
10,,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.823863506317139,2.3844382762908936,0.9607899188995361,58.623291015625,0.27090826630592346,0.07925133407115936,13.076030731201172,0.5967326760292053,1.283578872680664,0.009828202426433563,0.7769035696983337,3.468130588531494,0.11536981165409088
10,,582,,,,,,,,,,,,,,2.402228355407715,,0.7473214268684387,,57.18462371826172,,0.23209033906459808,,17.18480110168457,,1.280836582183838,,0.010109756141901016,,3.105445384979248,,,,,,,,,,,,,,
,0.001,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
